serial_no,job_id,student_id,employer_id,job_title,job_family,job_level,job_type,employment_mode,location_city,location_state,location_country,offer_date,offer_accept_date,start_date,end_date,salary_currency,salary_base_annual,visa_type,source_channel,created_at
611,c7339fbb-dc11-4ff3-bc27-7ed18c52f513,77aa6118-8d33-4712-96cf-ace2a2ad46b7,EMP000611,Associate Consultant,Product,Mid,Contract,Hybrid,Chicago,IL,USA,06/30/2025,07/05/2025,11/01/2025,12/31/2026,USD,115823.0,H1B,Referral,2025-10-25
612,68397c5f-1833-4326-9dc2-e12d93738178,add1f210-18e3-4296-9c02-50ef4accb99e,EMP000612,Software Engineer,Quality,Mid,Contract,Hybrid,Boston,MA,USA,04/09/2022,04/10/2022,12/13/2022,04/10/2024,USD,107981.0,STEM OPT,Referral,2025-10-25
613,b41e76af-ed81-4a96-81d1-e2f52e803089,3e89239b-f74a-443c-8585-72d6ba635615,EMP000613,Software Engineer,Security,Junior,Contract,On-site,Seattle,WA,USA,08/18/2021,08/21/2021,11/20/2021,12/08/2022,USD,91691.0,OPT,Referral,2025-10-25
614,6ab82433-2a5d-4f17-83cb-901a194eb909,7788ef42-5e71-4e6d-8b13-659abe1298dc,EMP000614,Security Analyst,Product,Senior,Contract,On-site,Austin,TX,USA,02/20/2024,02/21/2024,06/02/2024,08/23/2025,USD,136455.0,Citizen,Career Fair,2025-10-25
615,26d801ca-b0ef-4a8f-9843-aa4f2de37dd8,9042cf60-d6c4-411d-ba72-e1a80dab704d,EMP000615,Data Engineer,Quality,Senior,Internship,Remote,Dallas,TX,USA,11/17/2020,11/28/2020,05/13/2021,11/20/2022,USD,117027.0,OPT,Career Fair,2025-10-25
616,21bd16c4-ded8-4759-97bb-64c1633881fc,107cf241-401c-4741-9420-a97d6827ed99,EMP000616,Security Analyst,Engineering,Mid,Full-time,Hybrid,Dallas,TX,USA,02/19/2024,03/04/2024,06/01/2024,09/22/2025,USD,112172.0,STEM OPT,Career Fair,2025-10-25
617,b356047d-8b14-4742-96b8-6da58d12ec1a,15113546-ea0d-4164-a8cd-28418052e5e0,EMP000617,ML Engineer,Product,Junior,Contract,Remote,New York,NY,USA,12/22/2022,01/05/2023,09/13/2023,04/28/2025,USD,93366.0,OPT,Direct Apply,2025-10-25
618,2a0253b8-e9f1-47c3-9af0-867f444a3eed,0bf662bd-b3d4-4de8-becd-bdd560ee0323,EMP000618,Business Analyst,Engineering,Mid,Full-time,On-site,Bengaluru,NA,India,02/13/2022,02/21/2022,09/06/2022,11/22/2023,USD,110977.0,Citizen,LinkedIn,2025-10-25
619,934e0ee0-7584-473e-8328-70d37ac22727,3f5275ec-61f1-43c8-94ef-05fca0896fa7,EMP000619,ML Engineer,Product,Intern,Full-time,On-site,Austin,TX,USA,02/28/2022,03/06/2022,09/10/2022,01/31/2024,USD,93846.0,STEM OPT,LinkedIn,2025-10-25
620,3759fbec-8003-401c-b1db-3d9a583e3fef,0c425c29-6334-4a0f-9090-2d9b27193311,EMP000620,Product Analyst,Product,Senior,Internship,Hybrid,St. Louis,MO,USA,03/31/2024,04/08/2024,07/25/2024,10/25/2025,USD,125551.0,Other,Referral,2025-10-25
621,cdbff853-7db1-4a0d-9b51-b6373074ce7a,7b2b9782-bfb7-4145-8ca2-d33b3934518c,EMP000621,Business Analyst,Quality,Senior,Full-time,Remote,Boston,MA,USA,01/19/2026,01/23/2026,05/13/2026,12/31/2026,USD,124658.0,STEM OPT,Direct Apply,2025-10-25
622,de4afcc9-0990-4e4c-9c2e-22467606001a,4deaf9f1-e6a4-4243-b6bd-7fe00dec35b8,EMP000622,ML Engineer,Quality,Junior,Full-time,Remote,Austin,TX,USA,02/29/2024,03/08/2024,05/18/2024,06/15/2025,USD,118183.0,STEM OPT,Direct Apply,2025-10-25
623,49cac354-e9fd-4766-bc26-ff76c5994d6e,da42a434-1c46-4669-a7d7-4217f6566741,EMP000623,Security Analyst,Engineering,Junior,Contract,Remote,Bengaluru,NA,India,05/21/2024,06/01/2024,11/25/2024,03/31/2026,USD,89946.0,OPT,Career Fair,2025-10-25
624,db8935c8-cbc2-4b60-8edf-6aa29cbe7abd,2a8bf1ce-2262-4993-a4a8-1a80ab82083b,EMP000624,Business Analyst,Analytics,Senior,Contract,Remote,Chicago,IL,USA,09/21/2023,09/24/2023,04/20/2024,07/06/2025,USD,129502.0,H1B,LinkedIn,2025-10-25
625,92713d04-ff1d-4a4f-91c4-55b66a67f08a,d22dc46a-79f6-46f7-929a-dccaf87636e8,EMP000625,Software Engineer,Engineering,Senior,Contract,Hybrid,Dallas,TX,USA,03/12/2022,03/14/2022,04/17/2022,12/08/2023,USD,92308.0,OPT,Referral,2025-10-25
626,ff8c5584-23eb-49cd-a662-5657d66824da,802193b9-9643-4fb6-a932-e6d1809d9324,EMP000626,Software Engineer,Security,Mid,Full-time,Hybrid,Seattle,WA,USA,01/04/2022,01/12/2022,07/29/2022,07/24/2024,USD,89981.0,OPT,Referral,2025-10-25
627,cdb33df0-fb2a-49a6-8704-2432327462fd,a4090a5c-741d-415c-80df-7801c11152af,EMP000627,Data Analyst,Analytics,Intern,Full-time,On-site,New York,NY,USA,08/18/2023,08/29/2023,12/08/2023,11/29/2025,USD,101542.0,Other,Referral,2025-10-25
628,527f9b96-024e-4b81-a87a-fffc3ce28f87,c2d1f1c2-d242-458a-ab16-b0d27afc95fa,EMP000628,Cloud Engineer,Consulting,Junior,Contract,Hybrid,St. Louis,MO,USA,12/29/2024,01/03/2025,05/14/2025,05/18/2026,USD,101779.0,STEM OPT,Referral,2025-10-25
629,aff5640e-774c-4b8a-95d4-62da79160e72,9b9a7e5e-5bcc-47a4-a60a-bcf2e148fbf3,EMP000629,Associate Consultant,Consulting,Mid,Full-time,Remote,Boston,MA,USA,06/11/2024,06/23/2024,11/14/2024,08/12/2026,USD,111128.0,Other,Referral,2025-10-25
630,24e88924-d91d-444e-936e-9da689d4d99e,62e6257d-9dd3-4321-b7dd-dc465fe69997,EMP000630,Data Analyst,Analytics,Intern,Full-time,On-site,Bengaluru,NA,India,12/21/2023,12/24/2023,05/24/2024,08/24/2025,USD,107400.0,H1B,Handshake,2025-10-25
631,50f2086f-6583-4bf0-87e0-2243890ceb46,1bf40fec-6237-4f9e-994e-044948b7e21d,EMP000631,Business Analyst,Consulting,Intern,Contract,Hybrid,Hyderabad,NA,India,08/19/2024,08/31/2024,11/11/2024,11/27/2025,USD,101882.0,STEM OPT,Career Fair,2025-10-25
632,ae7f6b4f-efe2-4ee2-b1a7-c77312a2e265,7ad18b5b-aab9-4601-a515-468a9c9557f5,EMP000632,Security Analyst,Engineering,Senior,Internship,Hybrid,Austin,TX,USA,05/13/2023,05/23/2023,11/10/2023,12/13/2024,USD,110679.0,OPT,Career Fair,2025-10-25
633,c7ded2c5-00d2-4945-bd32-aa47c53ea0b5,bd13a09f-98c0-4511-8df2-d934d9335cba,EMP000633,Software Engineer,Analytics,Junior,Internship,Hybrid,St. Louis,MO,USA,04/16/2022,04/20/2022,07/24/2022,02/09/2024,USD,108144.0,OPT,Referral,2025-10-25
634,6a7eab17-771b-43d8-956e-295968e164ec,7a494a83-f171-4513-9f1c-020748be8a75,EMP000634,Business Analyst,Analytics,Junior,Full-time,On-site,Bengaluru,NA,India,03/14/2024,03/14/2024,04/22/2024,07/16/2025,USD,125582.0,Citizen,Direct Apply,2025-10-25
635,7eade13b-9fcb-45e2-92f8-d852f0f02c4e,698f5ed3-a8ad-49a7-81bb-1923939cca62,EMP000635,Product Analyst,Quality,Junior,Internship,Remote,Dallas,TX,USA,03/27/2024,04/01/2024,11/27/2024,11/18/2026,USD,98185.0,STEM OPT,Career Fair,2025-10-25
636,44c0f161-0cf0-44eb-8dd3-0872718d067b,19fccd7d-537b-42ad-8031-0b27e7ae7ec3,EMP000636,Data Analyst,Consulting,Senior,Internship,Remote,Dallas,TX,USA,02/07/2024,02/11/2024,08/16/2024,02/12/2026,USD,124569.0,PR,Handshake,2025-10-25
637,70a4e04c-28cb-49e7-80a1-bc604b2b0553,63c69e74-ebc7-4bc7-92c1-9f7f86364b0c,EMP000637,Business Analyst,Engineering,Junior,Contract,On-site,Hyderabad,NA,India,07/28/2025,08/02/2025,10/30/2025,12/31/2026,USD,90931.0,STEM OPT,LinkedIn,2025-10-25
638,bbcc2ec3-ecc5-499f-a741-f53abdf263a7,872c9478-3347-4232-a602-21aad36f8b5b,EMP000638,Security Analyst,Analytics,Intern,Contract,Remote,New York,NY,USA,09/07/2026,09/10/2026,10/27/2026,12/31/2026,USD,106597.0,PR,LinkedIn,2025-10-25
639,037a2fcf-9def-40ac-8643-57c5c96980c6,c68d2713-6236-4817-89ab-f64eb3ca0414,EMP000639,Business Analyst,Engineering,Senior,Contract,Hybrid,Austin,TX,USA,07/15/2024,07/29/2024,11/03/2024,04/12/2026,USD,135706.0,Citizen,Direct Apply,2025-10-25
640,821b8a10-1b31-4a52-9743-57d5795d03e2,4e98f65f-c8d5-4b1f-ae08-7c98b93f10eb,EMP000640,QA Engineer,Engineering,Intern,Contract,Hybrid,Hyderabad,NA,India,10/19/2020,10/27/2020,05/02/2021,08/24/2022,USD,109851.0,OPT,Career Fair,2025-10-25
641,b2ae769b-325f-4c29-891e-cc13931e66fd,324c9b56-2e36-47c1-8ed9-b5a852a61216,EMP000641,Cloud Engineer,Analytics,Senior,Contract,Hybrid,Seattle,WA,USA,12/26/2020,01/09/2021,08/24/2021,04/08/2023,USD,99456.0,OPT,Career Fair,2025-10-25
642,403505cf-b7a5-4bdd-9cc8-b6e1421cf6f0,4d65eaba-ad9f-4b73-a11b-dd1f029b39f5,EMP000642,ML Engineer,Security,Junior,Internship,Hybrid,Austin,TX,USA,04/22/2024,05/01/2024,10/15/2024,10/15/2026,USD,113772.0,H1B,LinkedIn,2025-10-25
643,559da0bd-b3d6-49cc-87e6-42c77ea5ec65,ea185853-8619-4038-bb87-9e08c7b539d2,EMP000643,Software Engineer,Consulting,Intern,Contract,Remote,St. Louis,MO,USA,06/07/2025,06/20/2025,12/13/2025,12/31/2026,USD,111999.0,Citizen,Referral,2025-10-25
644,434c514a-dafb-494f-a605-16a1434380ba,0572e6cf-c5ba-414a-a7c8-8c4b373a34eb,EMP000644,QA Engineer,Consulting,Senior,Internship,Remote,Hyderabad,NA,India,10/17/2021,10/18/2021,04/18/2022,05/22/2023,USD,104104.0,STEM OPT,LinkedIn,2025-10-25
645,eb840ab6-8303-46f7-b02d-22fdec0edf21,c881bfc5-8d61-44b2-940d-41eab533c3b5,EMP000645,Security Analyst,Security,Mid,Contract,Hybrid,New York,NY,USA,11/23/2020,12/03/2020,05/09/2021,02/18/2023,USD,119270.0,OPT,Direct Apply,2025-10-25
646,16e6f8d7-a9d0-4e38-b8fd-38ed5f1429ad,d9c7311b-070f-42ad-a6e6-911c1df6d599,EMP000646,Cloud Engineer,Consulting,Junior,Internship,Hybrid,Hyderabad,NA,India,10/03/2024,10/17/2024,05/28/2025,12/01/2026,USD,114624.0,PR,Career Fair,2025-10-25
647,85090b61-5499-4bfb-9412-7a6bbbb7def0,23ac6004-13d5-45b4-888e-16221a15a2e1,EMP000647,Associate Consultant,Security,Mid,Contract,Remote,Seattle,WA,USA,04/26/2025,04/29/2025,12/06/2025,12/31/2026,USD,94574.0,STEM OPT,Handshake,2025-10-25
648,15a1a332-cce2-471a-a396-5d17b66ed0c2,f05a4b6d-3f4a-40ce-a73c-74d56acee04f,EMP000648,Data Analyst,Quality,Intern,Internship,Remote,Seattle,WA,USA,12/29/2024,01/03/2025,05/06/2025,05/06/2026,USD,92031.0,STEM OPT,Handshake,2025-10-25
649,00cf02c6-0f45-4dfb-a79c-1b0221a37e43,01b44eac-eb6a-4d8b-952e-acb2f2c4681a,EMP000649,Data Analyst,Analytics,Mid,Contract,On-site,New York,NY,USA,04/17/2026,04/23/2026,09/08/2026,12/31/2026,USD,110215.0,H1B,Direct Apply,2025-10-25
650,6a515706-b5a1-4855-b758-9d5d10b69f42,1acd12ea-a33a-4008-b8b9-3f35030a5851,EMP000650,ML Engineer,Analytics,Mid,Contract,Hybrid,Austin,TX,USA,05/13/2022,05/19/2022,08/03/2022,11/03/2023,USD,107213.0,STEM OPT,Career Fair,2025-10-25
651,6079d491-0b1c-4259-9d3d-5c1f8aa62253,40cfb21b-751a-433f-890a-92178af65d89,EMP000651,Associate Consultant,Analytics,Intern,Internship,Remote,St. Louis,MO,USA,10/26/2021,10/26/2021,05/08/2022,11/18/2023,USD,87322.0,OPT,Handshake,2025-10-25
652,86066cf5-2aa1-41e4-9608-86d80a667ec2,01016e26-e274-48ef-b5ce-d7d36f758f94,EMP000652,Product Analyst,Analytics,Mid,Contract,Hybrid,Boston,MA,USA,04/29/2026,04/29/2026,08/07/2026,12/31/2026,USD,91808.0,OPT,Career Fair,2025-10-25
653,b6e9506f-577b-4118-b940-be98c416fc45,f5947110-aa86-4596-8d9c-bf739f6f2b1f,EMP000653,QA Engineer,Consulting,Junior,Full-time,Hybrid,Austin,TX,USA,10/09/2020,10/21/2020,06/01/2021,01/08/2023,USD,92170.0,OPT,Handshake,2025-10-25
654,82d91259-3ed1-4de7-aced-e7d7c5435232,b811a188-aa49-43a2-a6e3-272c0b5de7cf,EMP000654,Data Engineer,Analytics,Intern,Contract,Hybrid,New York,NY,USA,06/18/2022,06/29/2022,12/11/2022,12/23/2023,USD,114463.0,OPT,Referral,2025-10-25
655,704e5772-0c97-43f0-834c-fdb4310bdac9,8e2e1215-8445-475e-a021-bb6cd4460dc0,EMP000655,Data Analyst,Consulting,Mid,Internship,Hybrid,Chicago,IL,USA,05/21/2023,05/26/2023,10/21/2023,08/05/2025,USD,126092.0,Citizen,Handshake,2025-10-25
656,afb8aa81-7cb1-4360-b73d-fc1109a9edb7,59654819-a5f1-46e5-a844-a2459a3fd14e,EMP000656,ML Engineer,Quality,Senior,Internship,Remote,Bengaluru,NA,India,06/10/2023,06/14/2023,11/15/2023,05/16/2025,USD,92739.0,OPT,Referral,2025-10-25
657,26acc4ad-a876-47e8-823e-7da8299c1073,38d92879-ad5a-4fba-9ed7-7a25e1b751a0,EMP000657,ML Engineer,Analytics,Mid,Full-time,Remote,Boston,MA,USA,12/01/2023,12/15/2023,05/09/2024,01/08/2026,USD,92485.0,OPT,LinkedIn,2025-10-25
658,deeadd25-51e9-42c8-b581-5b7ebf3de2d9,24b5dac6-10a3-4383-a3bb-9cbd19e0e408,EMP000658,Associate Consultant,Quality,Senior,Contract,On-site,St. Louis,MO,USA,02/16/2025,02/24/2025,07/27/2025,09/22/2026,USD,110770.0,Other,Handshake,2025-10-25
659,fe9d990b-d0bb-4888-aff8-595ac9580f29,a1345c1b-8247-4f27-a46d-248de9cdb90f,EMP000659,Data Analyst,Product,Mid,Contract,Hybrid,Boston,MA,USA,03/09/2023,03/23/2023,05/06/2023,12/08/2024,USD,95409.0,STEM OPT,Direct Apply,2025-10-25
660,7ec5cad2-e19e-4290-a754-3efaa28bf30e,60504d8c-5738-44f9-bc03-a19cd6b61561,EMP000660,Associate Consultant,Quality,Mid,Full-time,Remote,Bengaluru,NA,India,06/29/2026,07/07/2026,11/27/2026,12/31/2026,USD,130926.0,Citizen,Direct Apply,2025-10-25
661,b448b9c8-71d4-4812-aa09-fd35b08375b8,84202747-16b4-45a4-9f50-168d24409eb7,EMP000661,Business Analyst,Security,Senior,Internship,On-site,Dallas,TX,USA,02/04/2022,02/10/2022,09/06/2022,09/18/2023,USD,95169.0,OPT,Direct Apply,2025-10-25
662,9af79f79-b0af-41f6-8d46-c9e499366976,91e10e29-7973-4e55-8c37-3fa9fdaea002,EMP000662,Data Analyst,Quality,Intern,Contract,Remote,Chicago,IL,USA,05/20/2023,05/22/2023,11/12/2023,04/20/2025,USD,90827.0,STEM OPT,Direct Apply,2025-10-25
663,a7416ff2-8a6d-46ab-ab90-52da19fbf58a,b8994855-92db-4a18-abf9-12d5aaddf4d7,EMP000663,QA Engineer,Consulting,Senior,Contract,Remote,Bengaluru,NA,India,02/16/2025,03/01/2025,09/11/2025,12/31/2026,USD,120244.0,PR,Career Fair,2025-10-25
664,16b67d55-a3a0-43de-8a76-bb6bbac2c047,860a31cc-71fd-4814-a81e-ff15bfabc881,EMP000664,QA Engineer,Consulting,Mid,Internship,Remote,Chicago,IL,USA,12/16/2020,12/19/2020,06/11/2021,10/01/2022,USD,132573.0,H1B,LinkedIn,2025-10-25
665,5794f518-ed63-4fdd-8bc5-5942f052a01b,50f6e0ed-090e-474a-a84a-f3d8fe375ddf,EMP000665,Security Analyst,Engineering,Intern,Contract,On-site,Austin,TX,USA,08/18/2025,08/27/2025,12/07/2025,12/31/2026,USD,112801.0,PR,Handshake,2025-10-25
666,ce4dede0-a40a-40aa-b57f-8936ab76a56c,ece5ae4d-a347-4747-b7ab-e67d2b317e61,EMP000666,ML Engineer,Consulting,Mid,Internship,On-site,Chicago,IL,USA,07/21/2025,07/31/2025,11/14/2025,12/31/2026,USD,134707.0,Citizen,Handshake,2025-10-25
667,72f6549f-4ed2-43bc-aae3-2d429b9e241e,d0537402-8f05-4994-af3c-9fa3d5503008,EMP000667,Product Analyst,Product,Junior,Full-time,Hybrid,Chicago,IL,USA,12/31/2023,01/13/2024,04/17/2024,05/17/2025,USD,109901.0,OPT,Career Fair,2025-10-25
668,f98ff047-42a4-4ae3-ba98-aa90bd8ab406,a260ef2a-44eb-4bc4-8cde-92c28ee2224c,EMP000668,ML Engineer,Analytics,Mid,Full-time,On-site,Hyderabad,NA,India,07/24/2024,07/30/2024,12/09/2024,12/15/2025,USD,91992.0,STEM OPT,LinkedIn,2025-10-25
669,306bfdaf-d14f-469a-9052-3b172ba1e4bc,7f09dfa5-4b93-4dea-aac5-6671f95e0147,EMP000669,ML Engineer,Engineering,Junior,Contract,Hybrid,Hyderabad,NA,India,11/18/2023,11/18/2023,05/15/2024,02/02/2026,USD,102450.0,OPT,Referral,2025-10-25
670,ba89681e-fab4-43d5-a21b-323cdb547415,37101ac6-db05-4c58-af0e-cec5e3ae9868,EMP000670,QA Engineer,Engineering,Senior,Contract,Hybrid,New York,NY,USA,04/29/2022,04/29/2022,12/12/2022,10/28/2024,USD,102040.0,OPT,LinkedIn,2025-10-25
671,33f4e9ec-01b8-4f15-a235-5aa55de6042e,17b3e206-370e-4c30-980b-73eb6394bb9c,EMP000671,Product Analyst,Consulting,Senior,Full-time,Remote,Seattle,WA,USA,03/24/2022,03/24/2022,12/05/2022,09/05/2024,USD,103957.0,OPT,Career Fair,2025-10-25
672,11f27782-de88-4600-b916-71a090afad11,059a164c-7da2-4ecb-a6c0-2b54910fadd2,EMP000672,Data Engineer,Product,Intern,Contract,Hybrid,Bengaluru,NA,India,08/19/2023,08/21/2023,12/07/2023,04/02/2025,USD,107487.0,OPT,Handshake,2025-10-25
673,72ab0061-a298-4803-b2a2-3a23013e1563,19c46adb-c93f-4625-aa4d-1a0d91676041,EMP000673,Security Analyst,Analytics,Intern,Internship,Remote,Bengaluru,NA,India,02/18/2025,02/24/2025,08/31/2025,12/31/2026,USD,94473.0,STEM OPT,Direct Apply,2025-10-25
674,57d7f58c-31cd-4a97-9e5a-597b91f7d327,4ca052ca-c2f7-4628-b01f-da184cee2c3f,EMP000674,Associate Consultant,Consulting,Senior,Full-time,On-site,Bengaluru,NA,India,08/20/2026,08/27/2026,12/01/2026,12/31/2026,USD,119017.0,OPT,Career Fair,2025-10-25
675,672185de-c910-43d4-ad46-5d74807cca8a,a7973e7f-09a6-4694-9365-d992ca538ff8,EMP000675,Data Analyst,Engineering,Senior,Internship,On-site,Hyderabad,NA,India,01/27/2022,01/30/2022,08/08/2022,11/26/2023,USD,133638.0,PR,Career Fair,2025-10-25
676,f7cb45aa-6368-4a45-aa57-87436a1118d3,2eb3a944-8b50-4532-a695-8d5d1cb344be,EMP000676,Business Analyst,Security,Intern,Full-time,Hybrid,Chicago,IL,USA,05/28/2021,06/03/2021,11/21/2021,05/17/2023,USD,107692.0,STEM OPT,Career Fair,2025-10-25
677,61230f47-dfd0-4418-abd5-d78340e8f3a5,fc383363-a8f8-4a24-8c4a-95a06424bb75,EMP000677,ML Engineer,Consulting,Junior,Full-time,Hybrid,Bengaluru,NA,India,11/25/2025,12/02/2025,06/01/2026,12/31/2026,USD,99977.0,Other,Career Fair,2025-10-25
678,c8f3fcbe-455b-486b-bf49-f7f8131c1bfb,44165cb1-7b1b-4082-b3c8-ef52dfab4455,EMP000678,Data Engineer,Analytics,Mid,Full-time,Remote,Bengaluru,NA,India,10/23/2022,10/25/2022,05/31/2023,02/06/2025,USD,96201.0,OPT,LinkedIn,2025-10-25
679,64602902-6ae4-4af2-97e8-9f3f0ec301c2,77691083-4e28-443d-98e5-2ded49a2a1d8,EMP000679,Product Analyst,Analytics,Senior,Contract,On-site,Austin,TX,USA,02/02/2025,02/15/2025,08/23/2025,12/31/2026,USD,95158.0,OPT,LinkedIn,2025-10-25
680,9b0bd953-8d45-40f0-86b1-41fce81162fa,52252a66-2c8d-4384-ab58-e3d5015f1ca8,EMP000680,Business Analyst,Engineering,Intern,Contract,Hybrid,Bengaluru,NA,India,02/13/2023,02/15/2023,08/27/2023,03/27/2025,USD,113335.0,Other,LinkedIn,2025-10-25
681,4e0e8e6d-23c1-4b72-8cb2-76ebdb60257e,1879b3ae-878e-4d8d-92de-ca24cdfb44bd,EMP000681,ML Engineer,Security,Junior,Contract,On-site,Chicago,IL,USA,01/11/2023,01/21/2023,05/07/2023,11/08/2024,USD,111631.0,Citizen,Referral,2025-10-25
682,2d94fd36-7618-47fd-83b6-342c1f0659a5,93a9ebfb-5bc4-46b1-83be-8d7c5f28464e,EMP000682,Data Engineer,Consulting,Junior,Full-time,On-site,Chicago,IL,USA,05/09/2024,05/10/2024,08/03/2024,04/21/2026,USD,107966.0,STEM OPT,Handshake,2025-10-25
683,509402ee-2a8b-4909-a3a1-a00c1c6e0f16,536b2936-69b4-4748-98cc-c61b8ccdffb8,EMP000683,QA Engineer,Security,Senior,Internship,Hybrid,Seattle,WA,USA,03/25/2025,04/01/2025,08/31/2025,10/20/2026,USD,114379.0,H1B,LinkedIn,2025-10-25
684,377bbe16-e888-4480-a210-48d28be38fb0,80f50b02-d6aa-4c55-bcc7-4eb07c76e8e1,EMP000684,Data Engineer,Engineering,Junior,Internship,On-site,Austin,TX,USA,12/04/2023,12/08/2023,05/15/2024,02/13/2026,USD,136201.0,Citizen,Career Fair,2025-10-25
685,62634342-4b1f-4978-8ad0-f731917d2b6c,f76f54df-bea0-4dc4-8343-ae3b3f64f844,EMP000685,Security Analyst,Consulting,Senior,Full-time,On-site,Bengaluru,NA,India,08/29/2022,09/02/2022,12/06/2022,01/23/2024,USD,97346.0,Other,Handshake,2025-10-25
686,99d5f881-40b8-4a51-8581-c6746d1913f0,10f086f7-4e60-4171-93e0-d0295a5c8f79,EMP000686,Business Analyst,Analytics,Mid,Full-time,Hybrid,St. Louis,MO,USA,07/05/2025,07/13/2025,12/10/2025,12/31/2026,USD,102418.0,OPT,Direct Apply,2025-10-25
687,1dbea990-bfc7-45e7-b27a-da44a896d41a,5abf0252-bfcd-41b5-8817-c4a7febfe2d3,EMP000687,Security Analyst,Consulting,Senior,Contract,On-site,Boston,MA,USA,12/17/2022,12/25/2022,07/31/2023,10/17/2024,USD,104588.0,OPT,Direct Apply,2025-10-25
688,a9882ea0-953b-4a76-94a4-83df8355f4f8,b955f842-2d8b-476c-8915-532135e17e46,EMP000688,Security Analyst,Product,Junior,Contract,Remote,Boston,MA,USA,05/04/2024,05/04/2024,09/04/2024,09/19/2025,USD,119497.0,OPT,Career Fair,2025-10-25
689,247abb0a-a18d-4db8-9376-512b8f5cf63c,8059a43c-1056-4339-a935-0fec3317c3aa,EMP000689,ML Engineer,Engineering,Junior,Contract,Hybrid,Dallas,TX,USA,12/20/2023,01/01/2024,06/06/2024,05/18/2026,USD,89169.0,OPT,Career Fair,2025-10-25
690,005d1fed-a904-4099-9250-a58cfff0ee9b,f4c97c65-45ea-42aa-8f06-0f597d1b6c6e,EMP000690,Product Analyst,Security,Senior,Internship,Hybrid,Boston,MA,USA,12/20/2021,12/21/2021,07/27/2022,05/14/2024,USD,107133.0,H1B,Handshake,2025-10-25
691,e4159759-61d9-4cac-87cf-39fd2db929de,eaab358e-c227-45ef-8a17-8367e38cc6f4,EMP000691,Cloud Engineer,Consulting,Mid,Internship,Hybrid,St. Louis,MO,USA,06/14/2023,06/19/2023,10/19/2023,04/01/2025,USD,101895.0,OPT,Referral,2025-10-25
692,d7fe9389-95a7-4da8-855c-ac4798e196c6,3559fb16-ee77-41e2-a71b-cbbb47b0a90f,EMP000692,Cloud Engineer,Consulting,Intern,Full-time,Remote,New York,NY,USA,11/29/2023,12/12/2023,05/16/2024,07/02/2025,USD,126505.0,PR,Handshake,2025-10-25
693,4d211a5e-b08a-442a-b748-d4fa8f2db5a4,c7b9f2f7-ff0c-453b-a3e4-5cf1eebc2772,EMP000693,Data Engineer,Engineering,Senior,Internship,On-site,St. Louis,MO,USA,10/29/2020,10/31/2020,06/05/2021,03/30/2023,USD,97770.0,OPT,Handshake,2025-10-25
694,0315a657-c948-4198-a050-3161ef037d7e,74e18949-21e1-4659-b3a9-920b96de5f43,EMP000694,Product Analyst,Engineering,Senior,Contract,Hybrid,Hyderabad,NA,India,10/22/2025,10/25/2025,05/05/2026,12/31/2026,USD,110997.0,OPT,Direct Apply,2025-10-25
695,48b14f99-52d9-4407-91e1-c7aa557469a6,48d4c535-f265-4798-86b6-3e641ddfaf3b,EMP000695,Software Engineer,Security,Intern,Full-time,Hybrid,St. Louis,MO,USA,03/28/2025,04/10/2025,07/18/2025,12/31/2026,USD,113651.0,OPT,Career Fair,2025-10-25
696,132f5830-7a2e-4960-a076-294b3d95db64,87d525e5-942f-45c4-a11f-461c55bedf96,EMP000696,Cloud Engineer,Quality,Intern,Full-time,Hybrid,Dallas,TX,USA,12/20/2022,12/25/2022,04/30/2023,06/06/2024,USD,123653.0,Citizen,Career Fair,2025-10-25
697,50ece221-bac3-42dc-97fa-04d7e3712433,7d84cff3-8848-4d7f-bcd9-8fd280eec561,EMP000697,Software Engineer,Consulting,Senior,Full-time,Remote,New York,NY,USA,12/29/2024,12/31/2024,04/16/2025,12/31/2026,USD,101183.0,Other,Career Fair,2025-10-25
698,413d37e6-59f4-48c1-9383-35845d2cd4cb,e676e497-15f3-40f4-be08-4551f0dd0f7f,EMP000698,ML Engineer,Product,Senior,Contract,On-site,Hyderabad,NA,India,02/03/2024,02/15/2024,07/30/2024,02/06/2026,USD,91950.0,OPT,Direct Apply,2025-10-25
699,04f0e043-7757-4493-979c-9cca37ca24f4,3716e635-eeed-4b92-a640-9b9a9f8e5076,EMP000699,Cloud Engineer,Consulting,Senior,Full-time,Hybrid,Chicago,IL,USA,01/29/2024,01/30/2024,09/04/2024,09/22/2025,USD,132810.0,PR,Career Fair,2025-10-25
700,d224d7f1-ff79-4a7e-b1e8-0d72c990523c,5efb60e8-28c2-4f54-b751-89ae7d73c217,EMP000700,Software Engineer,Analytics,Junior,Full-time,On-site,Bengaluru,NA,India,04/12/2023,04/24/2023,08/18/2023,10/24/2024,USD,96326.0,STEM OPT,Direct Apply,2025-10-25
701,252165bb-80a2-49be-a535-78de4aae19f7,272c7cc3-31a4-4acd-81fa-f2c82b1e9fdb,EMP000701,Cloud Engineer,Security,Senior,Contract,Hybrid,Boston,MA,USA,01/05/2022,01/11/2022,05/13/2022,05/28/2023,USD,137971.0,Citizen,Handshake,2025-10-25
