serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
606,87e2d674-2da0-46f1-87e8-e36682e9113f,Employer 0606,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example606.com,https://www.linkedin.com/company/example-606,0,0,Mentorship,Gold,Inactive,11/06/2025,Alex606 Reed606,Recruiter,contact606@example.com,+17492441500
607,f15d4f76-c872-449f-8f22-aa65911f842d,Employer 0607,Healthcare,Provider,Large,New York,NY,USA,https://www.example607.com,https://www.linkedin.com/company/example-607,0,0,Hiring,Silver,Prospect,01/02/2025,Alex607 Reed607,Talent Partner,contact607@example.com,+12022646295
608,867fa9a0-7354-43bb-b17c-e7d04fd67b35,Employer 0608,Education,University,Enterprise,St. Louis,MO,USA,https://www.example608.com,https://www.linkedin.com/company/example-608,0,0,Donor,Bronze,Active,07/27/2024,Alex608 Reed608,Recruiter,contact608@example.com,+18177577740
609,02f5612c-c400-428b-90c2-95d3efc6de5a,Employer 0609,Energy,Utilities,Enterprise,San Jose,CA,USA,https://www.example609.com,https://www.linkedin.com/company/example-609,0,0,None,Gold,Inactive,09/19/2024,Alex609 Reed609,University Relations,contact609@example.com,+18523338247
610,626550af-f499-42ba-8b97-a0ceda6ffb85,Employer 0610,Government,Public Sector,Enterprise,San Jose,CA,USA,https://www.example610.com,https://www.linkedin.com/company/example-610,0,1,None,Gold,Active,09/12/2022,Alex610 Reed610,University Relations,contact610@example.com,+19162952156
611,215193f3-2316-4f07-baf4-18f6f90b5618,Employer 0611,Finance,Banking,Small,Dallas,TX,USA,https://www.example611.com,https://www.linkedin.com/company/example-611,0,0,Sponsorship,Silver,Inactive,12/25/2021,Alex611 Reed611,HR Manager,contact611@example.com,+14108369872
612,ce4c5abd-6146-4cd7-ac5e-7ac758110831,Employer 0612,Government,Public Sector,Medium,San Jose,CA,USA,https://www.example612.com,https://www.linkedin.com/company/example-612,0,0,Donor,Bronze,Prospect,11/09/2020,Alex612 Reed612,HR Manager,contact612@example.com,+17807156846
613,a4e0d8d6-8165-43ac-8f3e-561c8dcd535b,Employer 0613,Logistics,Supply Chain,Large,Seattle,WA,USA,https://www.example613.com,https://www.linkedin.com/company/example-613,0,0,Donor,Gold,Inactive,03/09/2026,Alex613 Reed613,Talent Partner,contact613@example.com,+12482876579
614,a20a3a74-0fb0-46f8-a157-0481e915299f,Employer 0614,Government,Public Sector,Small,London,NA,UK,https://www.example614.com,https://www.linkedin.com/company/example-614,0,0,None,Silver,Prospect,05/26/2023,Alex614 Reed614,University Relations,contact614@example.com,+16053779585
615,a9ba4c32-d328-48a6-af4d-4aa63e3eb340,Employer 0615,Healthcare,Provider,Large,Hyderabad,NA,India,https://www.example615.com,https://www.linkedin.com/company/example-615,0,1,Hiring,Bronze,Inactive,02/26/2023,Alex615 Reed615,Talent Partner,contact615@example.com,+12225466518
616,ce61d4da-0a18-4af6-a526-3c6245b986d9,Employer 0616,Manufacturing,Industrial,Enterprise,Boston,MA,USA,https://www.example616.com,https://www.linkedin.com/company/example-616,0,0,Hiring,Silver,Inactive,04/14/2026,Alex616 Reed616,University Relations,contact616@example.com,+12668503220
617,913b3f9d-acac-405f-9d41-0cee3e155cf2,Employer 0617,Education,University,Enterprise,Austin,TX,USA,https://www.example617.com,https://www.linkedin.com/company/example-617,0,0,Academic,Bronze,Active,10/02/2023,Alex617 Reed617,Recruiter,contact617@example.com,+16066997019
618,799f8301-e91e-4d74-aba1-885d7841646f,Employer 0618,Manufacturing,Industrial,Small,Seattle,WA,USA,https://www.example618.com,https://www.linkedin.com/company/example-618,0,0,Academic,Bronze,Active,11/06/2021,Alex618 Reed618,University Relations,contact618@example.com,+14058604991
619,f3c6f1dd-1677-4109-b0a8-3dff465473c9,Employer 0619,Education,University,Medium,Austin,TX,USA,https://www.example619.com,https://www.linkedin.com/company/example-619,0,1,Mentorship,Gold,Active,08/31/2021,Alex619 Reed619,HR Manager,contact619@example.com,+18364756725
620,99ed42fa-d128-43c3-beb4-e1822cd0d546,Employer 0620,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example620.com,https://www.linkedin.com/company/example-620,0,0,None,Gold,Prospect,04/20/2020,Alex620 Reed620,HR Manager,contact620@example.com,+14873322218
621,579cab9a-1399-4156-a660-bec496e46ff0,Employer 0621,Logistics,Supply Chain,Medium,Chicago,IL,USA,https://www.example621.com,https://www.linkedin.com/company/example-621,0,0,Mentorship,Gold,Active,11/06/2024,Alex621 Reed621,Talent Partner,contact621@example.com,+15164911067
622,12ddb951-6e39-4099-a700-eca244c36481,Employer 0622,Logistics,Supply Chain,Enterprise,St. Louis,MO,USA,https://www.example622.com,https://www.linkedin.com/company/example-622,0,0,Sponsorship,Silver,Inactive,05/14/2026,Alex622 Reed622,University Relations,contact622@example.com,+15229432051
623,8ccef5f6-8633-4426-a571-5702b6ea03ab,Employer 0623,Healthcare,Provider,Large,Dublin,NA,Ireland,https://www.example623.com,https://www.linkedin.com/company/example-623,0,1,Mentorship,Gold,Active,10/27/2025,Alex623 Reed623,Talent Partner,contact623@example.com,+17665325795
624,fefe152c-bca6-4a92-a407-5420f9a71000,Employer 0624,Technology,Cloud/Software,Enterprise,Seattle,WA,USA,https://www.example624.com,https://www.linkedin.com/company/example-624,0,0,Hiring,Silver,Inactive,06/13/2021,Alex624 Reed624,Talent Partner,contact624@example.com,+17344995899
625,7cd6963a-3806-412d-a839-ba969ae41635,Employer 0625,Healthcare,Provider,Medium,San Jose,CA,USA,https://www.example625.com,https://www.linkedin.com/company/example-625,0,0,None,Bronze,Inactive,07/18/2021,Alex625 Reed625,University Relations,contact625@example.com,+16786729069
626,8f7bfec2-21fb-4eee-9b0d-677b34b48ea2,Employer 0626,Logistics,Supply Chain,Large,Toronto,ON,Canada,https://www.example626.com,https://www.linkedin.com/company/example-626,0,0,Academic,Bronze,Inactive,10/25/2022,Alex626 Reed626,Talent Partner,contact626@example.com,+19972314551
627,a70f5e25-5dfb-445a-b2eb-158e4048e56d,Employer 0627,Manufacturing,Industrial,Small,Dallas,TX,USA,https://www.example627.com,https://www.linkedin.com/company/example-627,0,0,Mentorship,Bronze,Inactive,02/16/2022,Alex627 Reed627,HR Manager,contact627@example.com,+16052497282
628,ff692757-d0f9-490f-ab07-839c711986d0,Employer 0628,Government,Public Sector,Large,Chicago,IL,USA,https://www.example628.com,https://www.linkedin.com/company/example-628,0,1,Academic,Bronze,Active,12/02/2022,Alex628 Reed628,Recruiter,contact628@example.com,+19644815925
629,839774d3-5849-4ddb-97cb-c1e874066b53,Employer 0629,Finance,Banking,Large,Hyderabad,NA,India,https://www.example629.com,https://www.linkedin.com/company/example-629,0,0,Academic,Silver,Prospect,11/18/2021,Alex629 Reed629,Talent Partner,contact629@example.com,+18658136616
630,e0e2fbe7-5362-4ce3-9bd9-ab89956544f6,Employer 0630,Finance,Banking,Medium,Austin,TX,USA,https://www.example630.com,https://www.linkedin.com/company/example-630,0,0,Donor,Silver,Prospect,09/14/2022,Alex630 Reed630,Recruiter,contact630@example.com,+14233415137
631,e49b9aa7-6925-4f34-a618-15d1b2b7e9d4,Employer 0631,Energy,Utilities,Small,Dallas,TX,USA,https://www.example631.com,https://www.linkedin.com/company/example-631,0,0,Mentorship,Silver,Active,06/27/2024,Alex631 Reed631,Talent Partner,contact631@example.com,+18429785030
632,78f69bf0-6352-4e0f-bb35-f910a9abf6af,Employer 0632,Logistics,Supply Chain,Enterprise,Seattle,WA,USA,https://www.example632.com,https://www.linkedin.com/company/example-632,0,0,Mentorship,Silver,Active,04/02/2020,Alex632 Reed632,HR Manager,contact632@example.com,+17202092535
633,6a9f990d-429e-4e8e-adf0-3d4f9d0ea2c5,Employer 0633,Healthcare,Provider,Enterprise,London,NA,UK,https://www.example633.com,https://www.linkedin.com/company/example-633,0,1,Sponsorship,Silver,Inactive,08/03/2026,Alex633 Reed633,Recruiter,contact633@example.com,+17372385763
634,33588922-5531-4029-bed6-88d02fb5c177,Employer 0634,Manufacturing,Industrial,Enterprise,Austin,TX,USA,https://www.example634.com,https://www.linkedin.com/company/example-634,0,0,Sponsorship,Silver,Inactive,02/25/2021,Alex634 Reed634,Recruiter,contact634@example.com,+12213628864
635,b5d29eb2-62f6-4d39-9f4d-85703770f741,Employer 0635,Healthcare,Provider,Large,Seattle,WA,USA,https://www.example635.com,https://www.linkedin.com/company/example-635,0,0,Sponsorship,Bronze,Prospect,04/23/2024,Alex635 Reed635,Talent Partner,contact635@example.com,+15997407777
636,65d0d597-4765-4e37-8acf-c7092077c8cd,Employer 0636,Manufacturing,Industrial,Small,Bengaluru,NA,India,https://www.example636.com,https://www.linkedin.com/company/example-636,0,0,Mentorship,Silver,Active,06/15/2026,Alex636 Reed636,Talent Partner,contact636@example.com,+13542755945
637,5724f54a-9052-4a43-a727-1a7f4fcde475,Employer 0637,Consulting,IT Services,Medium,St. Louis,MO,USA,https://www.example637.com,https://www.linkedin.com/company/example-637,0,0,Hiring,Silver,Inactive,02/13/2024,Alex637 Reed637,University Relations,contact637@example.com,+12353846489
638,06028d06-53f1-4e12-a535-6552966822ef,Employer 0638,Technology,Cloud/Software,Small,Seattle,WA,USA,https://www.example638.com,https://www.linkedin.com/company/example-638,0,0,Hiring,Bronze,Inactive,10/13/2020,Alex638 Reed638,HR Manager,contact638@example.com,+15249969280
639,5ca12b4b-d5c9-415c-9796-ee2171822477,Employer 0639,Education,University,Small,Boston,MA,USA,https://www.example639.com,https://www.linkedin.com/company/example-639,0,1,Hiring,Bronze,Inactive,03/01/2021,Alex639 Reed639,Recruiter,contact639@example.com,+17242766784
640,3d8522fb-ccf3-4dd4-94a9-2fbe58aca886,Employer 0640,Energy,Utilities,Medium,Boston,MA,USA,https://www.example640.com,https://www.linkedin.com/company/example-640,0,0,Sponsorship,Bronze,Inactive,09/04/2020,Alex640 Reed640,Talent Partner,contact640@example.com,+15056836375
641,52f609a9-9258-4afa-8d21-38b42ccc447b,Employer 0641,Technology,Cloud/Software,Enterprise,Boston,MA,USA,https://www.example641.com,https://www.linkedin.com/company/example-641,0,0,Academic,Silver,Prospect,03/25/2022,Alex641 Reed641,University Relations,contact641@example.com,+15026774796
642,80256b0b-a41d-4fa8-8253-5edad2539406,Employer 0642,Finance,Banking,Small,Chicago,IL,USA,https://www.example642.com,https://www.linkedin.com/company/example-642,0,0,Donor,Gold,Active,01/12/2026,Alex642 Reed642,HR Manager,contact642@example.com,+19868131879
643,b4ba96f4-af24-451a-8044-8c4fc88a1218,Employer 0643,Retail,E-commerce,Enterprise,Dallas,TX,USA,https://www.example643.com,https://www.linkedin.com/company/example-643,0,0,Donor,Gold,Prospect,03/14/2026,Alex643 Reed643,HR Manager,contact643@example.com,+13303088760
644,d1bb628e-e649-430e-8dc6-8e367c9c500c,Employer 0644,Energy,Utilities,Large,Boston,MA,USA,https://www.example644.com,https://www.linkedin.com/company/example-644,0,0,None,Gold,Prospect,03/05/2026,Alex644 Reed644,University Relations,contact644@example.com,+13995631303
645,4ccc1eda-8f38-45c9-9994-41240ba40b17,Employer 0645,Consulting,IT Services,Medium,Chicago,IL,USA,https://www.example645.com,https://www.linkedin.com/company/example-645,0,0,None,Silver,Active,11/18/2020,Alex645 Reed645,Recruiter,contact645@example.com,+19433983541
646,24252d81-fffd-41ef-b568-55486d35d727,Employer 0646,Finance,Banking,Large,Chicago,IL,USA,https://www.example646.com,https://www.linkedin.com/company/example-646,0,0,Sponsorship,Silver,Prospect,12/17/2025,Alex646 Reed646,Talent Partner,contact646@example.com,+17266391489
647,88b56f4b-6553-4c54-9dbe-76c00c055e7c,Employer 0647,Government,Public Sector,Enterprise,Chicago,IL,USA,https://www.example647.com,https://www.linkedin.com/company/example-647,0,1,Donor,Bronze,Active,12/01/2021,Alex647 Reed647,Talent Partner,contact647@example.com,+14929395558
648,6060eb22-4218-4b20-a1bd-14762f0181a7,Employer 0648,Healthcare,Provider,Small,Seattle,WA,USA,https://www.example648.com,https://www.linkedin.com/company/example-648,0,1,Hiring,Gold,Prospect,08/05/2023,Alex648 Reed648,University Relations,contact648@example.com,+17317594495
649,ac7dec1f-0b0a-48c3-bbc8-fc783b973b50,Employer 0649,Logistics,Supply Chain,Medium,Chicago,IL,USA,https://www.example649.com,https://www.linkedin.com/company/example-649,0,0,Sponsorship,Silver,Active,04/25/2025,Alex649 Reed649,University Relations,contact649@example.com,+15262217111
650,eaf05038-bb9b-4117-b975-1724bb8015d3,Employer 0650,Logistics,Supply Chain,Small,Dublin,NA,Ireland,https://www.example650.com,https://www.linkedin.com/company/example-650,0,0,Sponsorship,Silver,Active,04/11/2025,Alex650 Reed650,HR Manager,contact650@example.com,+19656888732
651,5e7ea839-6770-4baa-a697-d1b852889bf0,Employer 0651,Retail,E-commerce,Small,New York,NY,USA,https://www.example651.com,https://www.linkedin.com/company/example-651,0,0,Mentorship,Bronze,Prospect,08/20/2025,Alex651 Reed651,University Relations,contact651@example.com,+17196861777
652,eda2ddf0-53ef-4289-b60c-a4c24985569f,Employer 0652,Healthcare,Provider,Enterprise,Austin,TX,USA,https://www.example652.com,https://www.linkedin.com/company/example-652,0,0,Hiring,Silver,Active,02/18/2023,Alex652 Reed652,Talent Partner,contact652@example.com,+18382696308
653,ecc7d41a-8abe-41af-baab-5b22087c8668,Employer 0653,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example653.com,https://www.linkedin.com/company/example-653,0,0,Donor,Gold,Active,03/21/2020,Alex653 Reed653,HR Manager,contact653@example.com,+17046768594
654,dc922c49-7736-4eb7-957f-c51bbef9c445,Employer 0654,Consulting,IT Services,Small,Chicago,IL,USA,https://www.example654.com,https://www.linkedin.com/company/example-654,0,0,Academic,Gold,Active,11/27/2020,Alex654 Reed654,HR Manager,contact654@example.com,+13334566468
655,b3b66a14-1657-40cc-ac56-181e0022c333,Employer 0655,Government,Public Sector,Medium,Dublin,NA,Ireland,https://www.example655.com,https://www.linkedin.com/company/example-655,0,1,Mentorship,Gold,Inactive,02/06/2023,Alex655 Reed655,University Relations,contact655@example.com,+14998276988
656,a468cfd5-61fd-4dc2-9d59-63cd067b2988,Employer 0656,Logistics,Supply Chain,Small,Dublin,NA,Ireland,https://www.example656.com,https://www.linkedin.com/company/example-656,0,0,Sponsorship,Bronze,Prospect,10/12/2025,Alex656 Reed656,Recruiter,contact656@example.com,+12586756672
657,11197eee-2da3-4256-bee1-cfb43a032cb3,Employer 0657,Manufacturing,Industrial,Small,St. Louis,MO,USA,https://www.example657.com,https://www.linkedin.com/company/example-657,0,0,None,Silver,Inactive,05/24/2023,Alex657 Reed657,Talent Partner,contact657@example.com,+14646494000
658,b2367428-af67-42df-a0c1-8c980192a500,Employer 0658,Technology,Cloud/Software,Medium,San Jose,CA,USA,https://www.example658.com,https://www.linkedin.com/company/example-658,0,0,None,Gold,Prospect,04/18/2025,Alex658 Reed658,HR Manager,contact658@example.com,+19756105437
659,4f97f190-6cc0-42af-bfed-3434e74e5ffe,Employer 0659,Finance,Banking,Enterprise,Boston,MA,USA,https://www.example659.com,https://www.linkedin.com/company/example-659,0,0,Sponsorship,Silver,Inactive,09/02/2026,Alex659 Reed659,Talent Partner,contact659@example.com,+18526933754
660,6e633cf2-a343-468e-b95e-f43894bdc2c3,Employer 0660,Retail,E-commerce,Enterprise,Seattle,WA,USA,https://www.example660.com,https://www.linkedin.com/company/example-660,0,0,Sponsorship,Silver,Active,01/21/2021,Alex660 Reed660,Talent Partner,contact660@example.com,+18096124903
661,65078800-30a9-4014-aea3-7048e485c744,Employer 0661,Technology,Cloud/Software,Enterprise,Hyderabad,NA,India,https://www.example661.com,https://www.linkedin.com/company/example-661,0,0,Academic,Bronze,Prospect,03/30/2024,Alex661 Reed661,University Relations,contact661@example.com,+16633563526
662,8521b967-2eae-4bdf-b6a5-346834c068d8,Employer 0662,Government,Public Sector,Small,Seattle,WA,USA,https://www.example662.com,https://www.linkedin.com/company/example-662,0,1,None,Bronze,Prospect,04/09/2023,Alex662 Reed662,University Relations,contact662@example.com,+18317802885
663,d1a0b49c-a303-4e9e-864f-0b635dbfd871,Employer 0663,Consulting,IT Services,Enterprise,St. Louis,MO,USA,https://www.example663.com,https://www.linkedin.com/company/example-663,0,0,Mentorship,Silver,Active,11/01/2022,Alex663 Reed663,Talent Partner,contact663@example.com,+18116828680
664,64da1717-ba29-4c4a-b91a-32054900845f,Employer 0664,Logistics,Supply Chain,Small,Dublin,NA,Ireland,https://www.example664.com,https://www.linkedin.com/company/example-664,0,0,Academic,Bronze,Inactive,02/01/2023,Alex664 Reed664,HR Manager,contact664@example.com,+18084183930
665,30cee47b-4de8-4cb0-b2aa-5b33b5e23698,Employer 0665,Government,Public Sector,Medium,Dublin,NA,Ireland,https://www.example665.com,https://www.linkedin.com/company/example-665,0,0,Academic,Silver,Inactive,12/05/2021,Alex665 Reed665,Recruiter,contact665@example.com,+13235821543
666,9a0c79f1-2d6e-4cf3-acf6-154a3a95106b,Employer 0666,Manufacturing,Industrial,Large,Seattle,WA,USA,https://www.example666.com,https://www.linkedin.com/company/example-666,0,0,None,Silver,Active,03/24/2026,Alex666 Reed666,Recruiter,contact666@example.com,+18123941536
667,1019310c-4db1-44e5-85ab-1ecae9d1cf4f,Employer 0667,Retail,E-commerce,Large,Chicago,IL,USA,https://www.example667.com,https://www.linkedin.com/company/example-667,0,0,Mentorship,Silver,Active,10/13/2023,Alex667 Reed667,Talent Partner,contact667@example.com,+15409604217
668,5cda441e-d29e-41ca-9f55-89411e219c2f,Employer 0668,Technology,Cloud/Software,Small,San Jose,CA,USA,https://www.example668.com,https://www.linkedin.com/company/example-668,0,0,Mentorship,Bronze,Prospect,08/19/2024,Alex668 Reed668,Talent Partner,contact668@example.com,+12957219695
669,d2f008be-b507-40fe-9d92-05f35a1b6c68,Employer 0669,Manufacturing,Industrial,Small,Chicago,IL,USA,https://www.example669.com,https://www.linkedin.com/company/example-669,0,0,Mentorship,Silver,Active,06/11/2026,Alex669 Reed669,HR Manager,contact669@example.com,+12913593960
670,06320850-d682-4dfe-8fda-aca17a4f0c0a,Employer 0670,Logistics,Supply Chain,Small,San Jose,CA,USA,https://www.example670.com,https://www.linkedin.com/company/example-670,0,0,Mentorship,Bronze,Active,10/14/2023,Alex670 Reed670,University Relations,contact670@example.com,+16845145113
671,36c5c99c-b33d-4869-b3b1-7d1a5aa7dcdb,Employer 0671,Finance,Banking,Enterprise,San Jose,CA,USA,https://www.example671.com,https://www.linkedin.com/company/example-671,0,0,Mentorship,Gold,Inactive,04/03/2020,Alex671 Reed671,HR Manager,contact671@example.com,+19703803384
